Student_ID,School,Grade_Level,Gender,Subject,Teacher,Attendance_Rate,Homework_Score,Midterm_Score,Final_Exam_Score,Overall_Score
S1796,Northview High,JSS3,Male,Chemistry,Mrs. Okeke,78.7,97.7,75.2,94.8,89.5
S1797,Greenfield Academy,JSS1,Female,Mathematics,Mr. Ade,84.2,58.8,76.9,75.2,72.4
S1798,Northview High,JSS1,Male,Economics,Mrs. Okeke,77.1,45.9,36.8,59.0,49.7
S1799,Greenfield Academy,SS1,Male,Mathematics,Mrs. Hassan,61.1,71.6,88.9,95.1,88.5
S1800,Northview High,JSS1,Male,Physics,Mr. Bello,91.3,43.4,86.2,84.9,77.0
S1801,Lakeside School,SS3,Male,Mathematics,Mrs. Okeke,60.4,46.6,51.8,44.0,46.9
S1802,Northview High,SS3,Male,Chemistry,Mrs. Mensah,90.5,53.2,81.1,39.2,54.6
S1803,Northview High,SS3,Female,Economics,Mr. Bello,95.7,67.9,49.0,77.3,66.9
S1804,Lakeside School,SS1,Male,Physics,Mr. Ade,77.3,66.0,37.6,69.2,59.1
S1805,Hilltop College,SS1,Female,Economics,Mr. Yusuf,81.4,88.0,48.1,85.3,74.7
S1806,Hilltop College,JSS1,Female,Biology,Mr. Yusuf,79.1,84.4,46.6,81.7,71.7
S1807,Northview High,JSS2,Female,Mathematics,Mr. Bello,75.6,65.6,57.0,73.8,67.1
S1808,Lakeside School,JSS2,Female,Economics,Mr. Yusuf,95.5,60.0,62.2,99.0,80.2
S1809,Northview High,SS1,Female,English,Mrs. Okeke,95.8,59.0,68.1,67.4,65.9
S1810,Greenfield Academy,JSS1,Male,Mathematics,Mr. Bello,73.4,86.4,66.0,37.9,56.0
S1811,Greenfield Academy,JSS2,Male,Biology,Mrs. Hassan,84.6,43.1,52.6,88.0,68.4
S1812,Northview High,JSS1,Male,Economics,Mrs. Okeke,97.1,40.8,36.9,47.6,43.0
S1813,Hilltop College,JSS1,Female,Physics,Mrs. Okeke,98.5,87.7,74.3,84.4,82.0
S1814,Hilltop College,JSS1,Male,Biology,Mrs. Okeke,80.4,68.6,60.7,97.0,80.4
S1815,Northview High,SS2,Male,English,Mrs. Hassan,78.1,47.9,54.4,78.8,65.3
S1816,Northview High,SS3,Female,Economics,Mr. Ade,71.1,54.1,91.4,71.7,74.1
S1817,Greenfield Academy,JSS1,Female,Chemistry,Mrs. Mensah,98.4,96.0,83.5,62.2,75.4
S1818,Hilltop College,SS2,Female,Mathematics,Mr. Yusuf,65.7,91.6,90.8,55.5,73.3
S1819,Northview High,SS1,Female,Physics,Mr. Bello,83.2,82.6,67.2,54.7,64.0
S1820,Greenfield Academy,JSS2,Male,Chemistry,Mr. Ade,71.3,68.9,43.5,74.5,64.1
S1821,Hilltop College,SS3,Female,Economics,Mr. Bello,71.2,71.2,80.3,82.6,79.6
S1822,Lakeside School,JSS2,Female,Economics,Mr. Yusuf,76.2,98.5,48.4,77.5,73.0
S1823,Greenfield Academy,SS3,Male,Biology,Mrs. Hassan,100.0,97.9,63.7,43.9,60.6
S1824,Hilltop College,JSS2,Male,Economics,Mrs. Okeke,62.2,52.9,39.2,64.6,54.6
S1825,Hilltop College,SS3,Female,Physics,Mrs. Okeke,83.1,88.7,88.6,85.4,87.0
S1826,Greenfield Academy,JSS2,Male,Chemistry,Mrs. Hassan,63.3,51.8,43.2,63.3,55.0
S1827,Lakeside School,JSS2,Female,Physics,Mr. Ade,66.2,52.8,93.7,67.6,72.5
S1828,Greenfield Academy,JSS2,Female,English,Mr. Ade,77.6,80.6,91.2,84.0,85.5
S1829,Hilltop College,JSS2,Male,English,Mr. Bello,80.4,64.3,65.2,76.3,70.6
S1830,Northview High,SS1,Male,Mathematics,Mrs. Hassan,70.4,95.9,83.4,58.7,73.6
S1831,Northview High,JSS1,Female,Mathematics,Mr. Ade,72.7,45.3,75.3,92.7,78.0
S1832,Greenfield Academy,JSS3,Female,English,Mrs. Hassan,63.5,70.7,87.2,41.4,61.0
S1833,Hilltop College,SS2,Female,Economics,Mr. Yusuf,72.1,95.1,63.1,99.7,87.8
S1834,Northview High,JSS3,Male,Physics,Mrs. Okeke,98.7,94.2,86.1,38.3,63.8
S1835,Hilltop College,JSS3,Female,English,Mrs. Okeke,97.8,49.4,65.1,31.0,44.9
S1836,Greenfield Academy,SS3,Female,Mathematics,Mrs. Okeke,73.4,62.0,96.2,92.3,87.4
S1837,Northview High,JSS1,Female,English,Mrs. Hassan,82.8,77.1,66.6,47.1,59.0
S1838,Hilltop College,SS3,Female,Economics,Mrs. Hassan,96.4,49.6,65.1,81.1,70.0
S1839,Northview High,JSS1,Female,English,Mr. Bello,60.2,98.1,86.0,86.8,88.8
S1840,Greenfield Academy,JSS1,Male,Physics,Mrs. Okeke,92.4,94.9,88.4,90.1,90.6
S1841,Hilltop College,JSS2,Female,Chemistry,Mr. Bello,97.9,50.0,71.0,99.4,81.0
S1842,Northview High,SS1,Female,Economics,Mrs. Okeke,63.7,47.3,46.7,50.6,48.8
S1843,Greenfield Academy,JSS2,Female,Mathematics,Mr. Bello,66.5,45.1,65.4,79.7,68.5
S1844,Northview High,SS1,Female,Physics,Mr. Bello,98.4,94.6,97.9,38.1,67.3
S1845,Northview High,SS3,Male,English,Mr. Yusuf,81.5,51.6,83.9,58.5,64.7
S1846,Lakeside School,SS1,Male,English,Mr. Bello,60.6,65.0,87.7,89.4,84.0
S1847,Lakeside School,SS3,Male,Chemistry,Mrs. Hassan,70.3,66.9,37.1,55.7,52.4
S1848,Greenfield Academy,JSS3,Female,Mathematics,Mr. Bello,78.0,75.9,65.4,71.4,70.5
S1849,Lakeside School,JSS3,Female,Mathematics,Mrs. Okeke,87.7,44.3,77.0,65.3,64.6
S1850,Greenfield Academy,SS1,Male,Biology,Mr. Bello,89.3,53.6,89.0,75.2,75.0
S1851,Lakeside School,SS1,Male,Mathematics,Mr. Ade,99.8,95.9,38.2,98.1,79.7
S1852,Northview High,SS3,Male,Chemistry,Mrs. Mensah,71.5,94.5,90.4,33.9,63.0
S1853,Greenfield Academy,JSS2,Female,Biology,Mrs. Okeke,81.5,86.9,70.6,70.2,73.7
S1854,Greenfield Academy,SS3,Female,Biology,Mr. Ade,81.3,41.2,47.8,90.4,67.8
S1855,Northview High,JSS2,Male,English,Mrs. Okeke,76.2,59.6,55.6,63.7,60.4
S1856,Greenfield Academy,JSS3,Male,English,Mrs. Hassan,66.8,77.7,53.3,35.5,49.3
S1857,Greenfield Academy,JSS1,Male,Mathematics,Mrs. Mensah,99.1,56.5,69.5,69.2,66.8
S1858,Lakeside School,SS1,Female,Biology,Mrs. Mensah,94.1,94.6,38.4,53.2,57.0
S1859,Greenfield Academy,JSS2,Female,English,Mrs. Hassan,79.9,78.0,45.3,40.8,49.6
S1860,Hilltop College,SS3,Female,Chemistry,Mrs. Mensah,84.1,44.3,87.8,89.4,79.9
S1861,Northview High,JSS3,Male,English,Mrs. Hassan,69.1,94.5,43.6,66.5,65.2
S1862,Lakeside School,JSS2,Male,Economics,Mr. Ade,81.8,97.5,50.2,95.3,82.2
S1863,Lakeside School,SS3,Female,Economics,Mr. Yusuf,87.8,44.7,64.5,86.4,71.5
S1864,Hilltop College,SS1,Male,English,Mrs. Okeke,80.6,71.9,68.6,78.5,74.2
S1865,Northview High,SS1,Female,Biology,Mrs. Hassan,99.6,58.2,84.6,30.4,52.2
S1866,Northview High,SS2,Male,Biology,Mrs. Okeke,84.5,63.6,64.1,59.9,61.9
S1867,Lakeside School,JSS1,Male,Physics,Mr. Ade,74.8,50.8,86.3,43.8,58.0
S1868,Greenfield Academy,SS2,Male,Economics,Mr. Yusuf,90.9,74.7,75.2,93.8,84.4
S1869,Lakeside School,JSS3,Male,Chemistry,Mr. Ade,66.8,97.5,42.4,42.2,53.3
S1870,Northview High,JSS2,Female,Biology,Mrs. Mensah,75.4,70.2,45.2,50.0,52.6
S1871,Hilltop College,JSS3,Male,Mathematics,Mrs. Okeke,73.9,45.0,63.4,66.2,61.1
S1872,Lakeside School,SS3,Female,Economics,Mr. Yusuf,77.3,77.2,60.8,48.4,57.9
S1873,Northview High,SS1,Female,Chemistry,Mrs. Mensah,91.3,60.4,83.3,44.7,59.4
S1874,Lakeside School,SS2,Female,Chemistry,Mr. Yusuf,79.4,91.4,72.7,71.9,76.0
S1875,Greenfield Academy,SS2,Male,Biology,Mrs. Mensah,91.8,66.1,60.2,36.2,49.4
S1876,Lakeside School,SS2,Female,Chemistry,Mr. Ade,83.1,51.6,46.1,34.1,41.2
S1877,Lakeside School,JSS3,Female,Biology,Mrs. Hassan,73.7,51.5,49.7,56.1,53.3
S1878,Northview High,SS1,Female,English,Mrs. Okeke,92.4,86.1,72.4,80.4,79.1
S1879,Northview High,JSS2,Male,Economics,Mr. Bello,69.5,55.9,62.5,68.8,64.3
S1880,Northview High,SS3,Male,Physics,Mr. Bello,69.0,86.0,68.5,59.6,67.6
S1881,Lakeside School,JSS2,Female,English,Mr. Ade,80.2,52.4,46.1,69.6,59.1
S1882,Greenfield Academy,JSS3,Male,Economics,Mrs. Okeke,70.4,59.3,78.1,55.6,63.1
S1883,Hilltop College,SS3,Female,Biology,Mrs. Okeke,60.4,67.9,90.4,95.5,88.4
S1884,Hilltop College,SS2,Female,Economics,Mr. Ade,85.9,96.6,51.8,33.8,51.8
S1885,Northview High,JSS1,Male,Biology,Mrs. Okeke,80.4,95.9,66.9,77.1,77.8
S1886,Northview High,JSS3,Female,English,Mrs. Hassan,77.8,52.4,98.4,92.4,86.2
S1887,Lakeside School,JSS3,Male,Mathematics,Mr. Ade,98.7,61.5,56.7,86.3,72.5
S1888,Hilltop College,SS1,Male,Mathematics,Mrs. Hassan,82.8,49.0,73.7,42.9,53.4
S1889,Northview High,JSS2,Female,Economics,Mrs. Okeke,94.5,70.6,40.9,50.7,51.7
S1890,Greenfield Academy,JSS3,Male,Mathematics,Mr. Ade,65.6,67.6,74.4,80.2,75.9
S1891,Greenfield Academy,JSS3,Male,Biology,Mrs. Okeke,82.8,94.0,40.8,35.9,49.0
S1892,Northview High,SS2,Female,Chemistry,Mr. Ade,94.7,95.8,97.4,86.8,91.8
S1893,Northview High,SS2,Female,Biology,Mrs. Okeke,83.3,63.0,81.5,80.3,77.2
S1894,Hilltop College,SS3,Male,Chemistry,Mrs. Hassan,88.7,69.5,86.2,81.1,80.3
S1895,Hilltop College,JSS1,Male,English,Mrs. Hassan,74.9,93.8,80.8,37.0,61.5
S1896,Lakeside School,SS1,Female,Physics,Mrs. Okeke,63.7,88.4,73.3,80.2,79.8
S1897,Hilltop College,JSS1,Male,Chemistry,Mr. Ade,78.3,40.2,64.2,77.6,66.1
S1898,Greenfield Academy,SS3,Male,Mathematics,Mr. Bello,75.8,59.2,90.8,88.2,83.2
S1899,Greenfield Academy,SS2,Male,Biology,Mrs. Hassan,94.7,65.3,97.2,32.9,58.7
S1900,Northview High,JSS2,Male,English,Mrs. Hassan,69.8,53.8,67.4,31.6,46.8
S1901,Hilltop College,SS2,Male,Mathematics,Mrs. Mensah,98.7,52.0,95.5,56.1,67.1
S1902,Lakeside School,SS1,Male,English,Mr. Bello,98.3,42.3,72.9,40.4,50.5
S1903,Greenfield Academy,SS2,Male,Physics,Mrs. Okeke,69.9,78.6,70.0,69.1,71.3
S1904,Greenfield Academy,SS1,Female,Biology,Mr. Ade,73.9,55.8,64.5,94.2,77.6
S1905,Lakeside School,SS1,Female,Economics,Mrs. Mensah,95.8,43.1,48.6,57.4,51.9
S1906,Lakeside School,SS1,Female,Biology,Mrs. Okeke,98.7,53.9,35.2,89.1,65.9
S1907,Greenfield Academy,SS3,Female,Physics,Mr. Yusuf,77.7,88.1,50.7,30.0,47.8
S1908,Greenfield Academy,SS1,Female,Biology,Mrs. Hassan,72.8,91.1,68.1,41.8,59.5
S1909,Lakeside School,SS1,Male,Economics,Mr. Yusuf,81.0,69.0,59.7,32.1,47.8
S1910,Greenfield Academy,JSS2,Male,Chemistry,Mrs. Hassan,87.5,65.0,64.2,53.0,58.8
S1911,Northview High,JSS1,Male,English,Mrs. Hassan,70.9,98.7,98.7,93.6,96.2
S1912,Northview High,JSS3,Male,Economics,Mr. Yusuf,89.5,52.0,57.8,36.8,46.1
S1913,Lakeside School,JSS1,Female,Mathematics,Mr. Yusuf,62.1,52.9,64.4,72.4,66.1
S1914,Hilltop College,SS1,Male,Physics,Mrs. Okeke,62.0,57.5,43.7,61.6,55.4
S1915,Lakeside School,JSS2,Male,Chemistry,Mrs. Mensah,75.5,50.4,38.1,95.7,69.4
S1916,Lakeside School,SS2,Female,Mathematics,Mrs. Mensah,74.1,62.8,85.4,38.6,57.5
S1917,Hilltop College,JSS2,Male,Mathematics,Mr. Yusuf,72.6,94.7,72.1,44.8,63.0
S1918,Hilltop College,SS1,Male,Physics,Mrs. Okeke,79.6,76.9,84.4,32.1,56.8
S1919,Hilltop College,JSS2,Female,Chemistry,Mrs. Mensah,72.8,64.7,44.7,60.4,56.6
S1920,Northview High,JSS2,Male,Mathematics,Mrs. Okeke,67.7,96.1,72.2,49.4,65.6
S1921,Greenfield Academy,SS1,Male,Mathematics,Mrs. Okeke,72.4,42.9,51.5,90.9,69.5
S1922,Northview High,SS3,Male,Chemistry,Mrs. Hassan,99.0,52.6,49.8,72.3,61.6
S1923,Greenfield Academy,JSS2,Male,Biology,Mrs. Mensah,76.4,74.0,35.7,73.0,62.0
S1924,Northview High,JSS3,Male,Mathematics,Mrs. Mensah,77.8,76.9,43.5,67.2,62.0
S1925,Greenfield Academy,JSS3,Female,English,Mrs. Hassan,83.1,42.4,55.1,36.4,43.2
S1926,Northview High,JSS2,Female,Chemistry,Mr. Yusuf,99.3,64.2,42.6,61.2,56.2
S1927,Hilltop College,SS3,Female,Mathematics,Mrs. Hassan,69.7,78.9,99.1,100.0,95.5
S1928,Lakeside School,SS2,Female,Physics,Mrs. Mensah,87.3,81.9,55.1,88.5,77.2
S1929,Northview High,SS1,Female,Economics,Mrs. Mensah,88.6,78.3,43.5,92.5,75.0
S1930,Greenfield Academy,JSS3,Female,English,Mr. Yusuf,84.3,59.2,47.9,87.6,70.0
S1931,Hilltop College,SS2,Male,Economics,Mrs. Hassan,63.5,45.6,73.2,37.2,49.7
S1932,Northview High,JSS2,Female,Economics,Mr. Ade,87.1,65.6,39.2,45.9,47.8
S1933,Northview High,SS2,Female,Mathematics,Mr. Ade,62.6,47.7,91.1,30.2,52.0
S1934,Hilltop College,JSS1,Male,English,Mr. Yusuf,83.8,96.9,97.5,51.2,74.2
S1935,Northview High,JSS3,Male,English,Mrs. Hassan,89.6,68.5,51.0,37.6,47.8
S1936,Lakeside School,JSS2,Female,Biology,Mrs. Hassan,68.4,59.0,64.3,63.1,62.6
S1937,Northview High,SS1,Male,Economics,Mrs. Okeke,93.7,86.0,36.4,77.4,66.8
S1938,Lakeside School,SS3,Female,English,Mrs. Mensah,61.2,69.9,76.6,91.2,82.6
S1939,Lakeside School,JSS2,Male,Biology,Mr. Bello,93.8,58.6,61.9,82.4,71.5
S1940,Hilltop College,SS1,Female,Chemistry,Mr. Yusuf,78.4,88.7,52.6,95.7,81.4
S1941,Northview High,SS3,Male,Biology,Mr. Bello,68.7,92.0,48.4,33.8,49.8
S1942,Hilltop College,SS3,Male,Physics,Mr. Bello,65.4,80.4,77.5,30.9,54.8
S1943,Northview High,JSS2,Female,Mathematics,Mr. Yusuf,98.1,42.8,62.1,76.3,65.3
S1944,Northview High,SS2,Female,Chemistry,Mrs. Hassan,62.9,74.0,46.7,50.3,54.0
S1945,Greenfield Academy,SS2,Female,Chemistry,Mr. Yusuf,68.0,85.8,79.8,47.7,64.9
S1946,Northview High,SS3,Female,Physics,Mr. Bello,73.9,48.2,71.7,53.2,57.8
S1947,Hilltop College,SS2,Female,Biology,Mrs. Mensah,84.8,53.7,90.8,48.9,62.4
S1948,Lakeside School,JSS1,Male,Mathematics,Mrs. Mensah,81.8,92.9,42.6,65.8,64.3
S1949,Northview High,SS3,Female,Biology,Mrs. Mensah,65.0,41.2,86.1,60.8,64.5
S1950,Greenfield Academy,SS3,Female,English,Mrs. Hassan,71.6,85.2,78.8,65.9,73.6
S1951,Hilltop College,SS1,Male,Biology,Mr. Ade,69.6,68.4,42.5,77.1,65.0
S1952,Northview High,SS2,Male,Chemistry,Mr. Yusuf,68.5,66.8,80.2,57.1,66.0
S1953,Hilltop College,SS3,Female,Mathematics,Mrs. Mensah,76.4,40.4,63.7,47.6,51.0
S1954,Greenfield Academy,JSS1,Male,Biology,Mr. Yusuf,88.2,89.2,96.4,41.6,67.6
S1955,Greenfield Academy,SS1,Male,Mathematics,Mrs. Mensah,68.7,61.6,44.2,54.5,52.8
S1956,Hilltop College,JSS2,Female,Mathematics,Mrs. Hassan,74.7,72.4,76.8,81.9,78.5
S1957,Northview High,SS3,Male,English,Mr. Ade,75.6,80.6,59.8,83.0,75.6
S1958,Lakeside School,JSS1,Male,English,Mr. Ade,99.1,82.2,97.2,76.7,84.0
S1959,Greenfield Academy,JSS3,Female,Chemistry,Mrs. Mensah,98.2,97.4,56.4,46.4,59.6
S1960,Northview High,JSS1,Female,Physics,Mrs. Hassan,92.0,71.9,97.5,71.2,79.2
S1961,Northview High,JSS1,Male,Mathematics,Mrs. Okeke,69.7,64.0,93.6,69.9,75.8
S1962,Lakeside School,SS1,Male,Physics,Mr. Yusuf,62.7,97.2,52.6,63.9,67.2
S1963,Greenfield Academy,JSS2,Female,Chemistry,Mr. Yusuf,72.7,78.5,87.2,68.5,76.1
S1964,Greenfield Academy,JSS3,Male,Mathematics,Mr. Bello,70.7,57.9,99.7,64.4,73.7
S1965,Northview High,SS2,Male,Mathematics,Mrs. Hassan,80.2,47.6,51.4,69.6,59.7
S1966,Northview High,SS2,Male,Economics,Mr. Bello,91.1,90.6,63.4,80.1,77.2
S1967,Lakeside School,JSS1,Female,Physics,Mrs. Mensah,94.3,61.7,68.8,37.7,51.8
S1968,Lakeside School,SS1,Male,Biology,Mr. Bello,93.8,79.6,54.2,82.5,73.4
S1969,Greenfield Academy,SS1,Male,English,Mr. Ade,74.4,68.2,36.0,39.5,44.2
S1970,Hilltop College,SS2,Female,Biology,Mr. Yusuf,87.5,51.9,49.3,34.7,42.5
S1971,Greenfield Academy,JSS3,Male,Physics,Mr. Bello,72.5,76.1,53.3,98.3,80.4
S1972,Northview High,JSS2,Male,English,Mr. Ade,62.4,43.6,63.8,97.0,76.4
S1973,Greenfield Academy,JSS3,Female,Biology,Mrs. Hassan,88.1,64.8,46.1,34.2,43.9
S1974,Hilltop College,SS3,Female,Economics,Mr. Bello,60.4,72.8,91.8,61.0,72.6
S1975,Lakeside School,SS3,Female,English,Mrs. Mensah,76.4,66.2,80.8,43.0,59.0
S1976,Hilltop College,JSS2,Female,Mathematics,Mrs. Mensah,73.2,84.9,40.5,64.0,61.1
S1977,Hilltop College,SS2,Male,Biology,Mrs. Mensah,87.7,89.7,77.3,88.1,85.2
S1978,Hilltop College,JSS2,Male,English,Mr. Yusuf,90.6,86.3,77.5,96.5,88.8
S1979,Lakeside School,SS1,Female,Economics,Mr. Bello,72.2,42.3,97.2,74.4,74.8
S1980,Hilltop College,SS3,Female,English,Mrs. Hassan,92.5,51.6,35.2,54.8,48.3
S1981,Hilltop College,JSS1,Male,English,Mr. Bello,71.8,72.2,51.1,72.2,65.9
S1982,Hilltop College,JSS1,Female,Economics,Mr. Yusuf,77.9,96.1,95.3,51.8,73.7
S1983,Northview High,SS2,Male,Biology,Mr. Ade,89.1,90.1,95.6,93.7,93.6
S1984,Hilltop College,SS1,Female,Chemistry,Mr. Yusuf,87.7,90.6,81.8,90.9,88.1
S1985,Lakeside School,JSS3,Male,Biology,Mrs. Mensah,99.5,58.2,84.8,69.1,71.6
S1986,Hilltop College,SS1,Female,Physics,Mr. Ade,69.0,65.8,40.9,52.7,51.8
S1987,Hilltop College,JSS1,Female,Economics,Mrs. Mensah,86.5,68.2,68.4,50.5,59.4
S1988,Lakeside School,JSS1,Male,Biology,Mrs. Okeke,84.4,49.4,50.1,32.3,41.1
S1989,Hilltop College,SS3,Female,English,Mr. Yusuf,96.6,41.9,46.8,87.1,66.0
S1990,Lakeside School,SS1,Male,Economics,Mr. Yusuf,66.3,96.8,87.7,61.5,76.4
S1991,Hilltop College,SS1,Male,Mathematics,Mrs. Hassan,90.1,54.4,43.8,52.8,50.4
S1992,Lakeside School,JSS1,Male,Biology,Mr. Bello,82.7,54.4,65.5,63.0,62.0
S1993,Hilltop College,JSS3,Male,Economics,Mr. Ade,71.0,45.0,96.0,87.3,81.4
S1994,Hilltop College,SS2,Male,Biology,Mr. Ade,79.0,95.7,47.1,38.7,52.6
S1995,Northview High,SS2,Female,Economics,Mrs. Hassan,73.4,74.8,98.6,90.0,89.5
S1996,Northview High,SS1,Female,English,Mrs. Hassan,83.2,80.0,99.6,92.8,92.3
S1997,Hilltop College,SS2,Male,Mathematics,Mr. Bello,95.6,94.7,71.1,96.3,88.4
S1998,Hilltop College,JSS1,Female,Mathematics,Mrs. Mensah,82.8,60.7,46.1,57.8,54.9
S1999,Greenfield Academy,JSS1,Male,Physics,Mr. Bello,85.3,77.3,55.5,45.2,54.7
S2000,Lakeside School,SS1,Female,Economics,Mr. Yusuf,80.7,42.3,62.6,56.2,55.3
S2001,Greenfield Academy,SS1,Female,Biology,Mrs. Mensah,62.0,51.2,55.1,53.3,53.4
S2002,Northview High,SS3,Female,Mathematics,Mrs. Okeke,69.3,89.9,53.2,42.3,55.1
S2003,Northview High,SS1,Female,Mathematics,Mr. Bello,79.7,86.0,98.2,72.5,82.9
S2004,Northview High,JSS3,Male,Chemistry,Mrs. Hassan,72.4,61.0,45.0,63.4,57.4
S2005,Northview High,SS2,Male,Chemistry,Mrs. Mensah,67.3,62.6,82.7,90.6,82.6
S2006,Hilltop College,SS1,Female,Mathematics,Mr. Bello,80.2,72.0,35.0,32.2,41.0
S2007,Northview High,JSS2,Female,Economics,Mr. Ade,72.9,40.0,73.8,75.1,67.7
S2008,Hilltop College,SS3,Male,Physics,Mrs. Okeke,70.3,54.5,94.5,83.4,81.0
S2009,Hilltop College,JSS2,Female,Mathematics,Mr. Yusuf,78.6,52.5,53.7,83.2,68.2
S2010,Northview High,JSS1,Male,English,Mr. Ade,65.3,55.0,47.1,92.0,71.1
S2011,Northview High,SS2,Male,Biology,Mr. Ade,97.1,88.4,77.4,81.0,81.4
S2012,Lakeside School,SS1,Male,Physics,Mrs. Okeke,94.7,56.8,81.3,94.9,83.2
S2013,Greenfield Academy,JSS2,Female,English,Mr. Yusuf,88.3,51.5,79.7,53.3,60.9
S2014,Northview High,SS2,Male,Physics,Mrs. Hassan,64.2,70.3,55.8,65.2,63.4
S2015,Lakeside School,JSS1,Female,English,Mrs. Mensah,91.0,91.9,51.4,31.0,49.3
S2016,Lakeside School,JSS3,Male,Biology,Mr. Yusuf,92.3,54.5,97.1,30.5,55.3
S2017,Greenfield Academy,SS3,Female,Biology,Mr. Bello,90.7,44.7,95.0,46.8,60.8
S2018,Hilltop College,SS2,Female,Chemistry,Mr. Ade,64.6,61.4,64.7,37.1,50.2
S2019,Northview High,SS2,Female,Economics,Mr. Bello,85.8,84.9,90.0,48.2,68.1
S2020,Greenfield Academy,JSS3,Male,English,Mrs. Hassan,93.4,73.0,64.4,42.4,55.1
S2021,Northview High,SS2,Male,Chemistry,Mr. Bello,83.1,89.0,62.6,32.0,52.6
S2022,Lakeside School,JSS1,Female,English,Mr. Yusuf,85.9,97.6,45.2,93.7,79.9
S2023,Lakeside School,JSS1,Female,Chemistry,Mr. Bello,78.3,87.6,62.7,30.6,51.6
S2024,Hilltop College,JSS3,Female,Biology,Mrs. Hassan,81.1,76.2,69.9,81.5,77.0
S2025,Lakeside School,SS3,Male,Physics,Mrs. Hassan,61.4,69.6,36.5,40.7,45.2
S2026,Lakeside School,SS1,Male,Chemistry,Mrs. Hassan,85.6,42.4,63.9,93.9,74.6
S2027,Greenfield Academy,JSS2,Male,English,Mr. Yusuf,63.3,99.1,85.8,92.5,91.8
S2028,Northview High,SS1,Male,English,Mrs. Hassan,77.4,63.0,79.2,75.8,74.3
S2029,Northview High,SS2,Female,Economics,Mr. Ade,71.7,49.1,76.3,77.1,71.3
S2030,Greenfield Academy,JSS2,Female,Biology,Mrs. Hassan,81.8,80.0,94.1,30.4,59.4
S2031,Hilltop College,JSS3,Male,English,Mr. Bello,65.3,57.1,36.2,98.9,71.7
S2032,Northview High,JSS3,Male,Mathematics,Mrs. Mensah,87.7,75.1,71.2,91.4,82.1
S2033,Lakeside School,SS3,Female,Physics,Mr. Bello,91.8,75.2,86.2,92.7,87.2
S2034,Northview High,JSS2,Male,Chemistry,Mrs. Mensah,66.5,66.7,70.2,76.1,72.4
S2035,Lakeside School,JSS1,Male,Economics,Mr. Bello,64.2,90.2,56.1,54.1,61.9
S2036,Hilltop College,JSS2,Male,Physics,Mr. Yusuf,65.8,55.9,43.9,92.6,70.6
S2037,Greenfield Academy,SS2,Male,Biology,Mr. Bello,95.1,66.9,92.7,50.4,66.4
S2038,Northview High,JSS1,Male,Economics,Mr. Yusuf,81.1,72.3,65.6,69.4,68.8
S2039,Greenfield Academy,JSS3,Male,Chemistry,Mr. Yusuf,78.7,79.8,92.1,37.0,62.1
S2040,Northview High,JSS2,Female,Chemistry,Mrs. Hassan,64.3,87.0,73.1,94.5,86.6
S2041,Lakeside School,SS1,Male,Mathematics,Mr. Ade,86.0,63.7,78.8,39.9,56.3
S2042,Greenfield Academy,SS3,Male,Biology,Mrs. Mensah,94.7,78.8,87.3,45.7,64.8
S2043,Northview High,SS1,Female,Economics,Mrs. Hassan,93.1,49.0,77.8,69.1,67.7
S2044,Lakeside School,SS3,Female,Economics,Mrs. Hassan,85.0,96.0,60.9,83.5,79.2
S2045,Greenfield Academy,SS2,Female,English,Mr. Yusuf,63.0,63.0,68.4,73.4,69.8
S2046,Greenfield Academy,SS1,Male,Mathematics,Mr. Yusuf,64.5,83.8,87.2,46.2,66.0
S2047,Northview High,JSS2,Female,Mathematics,Mrs. Mensah,62.0,41.2,59.3,30.1,41.1
S2048,Northview High,JSS2,Male,Economics,Mr. Bello,70.3,52.3,60.2,83.0,70.0
S2049,Northview High,SS1,Male,Economics,Mr. Bello,65.4,69.2,41.2,99.0,75.7
S2050,Lakeside School,JSS2,Male,Physics,Mrs. Hassan,70.4,92.7,94.4,86.7,90.2
S2051,Northview High,SS2,Female,Physics,Mrs. Okeke,75.4,71.6,40.9,62.2,57.7
S2052,Greenfield Academy,JSS1,Female,Physics,Mrs. Okeke,97.7,95.8,77.1,93.3,88.9
S2053,Greenfield Academy,SS2,Female,Mathematics,Mr. Bello,84.4,69.0,61.9,58.7,61.7
S2054,Northview High,SS3,Female,English,Mrs. Okeke,93.4,69.4,61.4,66.7,65.6
S2055,Northview High,SS2,Female,Chemistry,Mr. Bello,88.4,47.2,79.2,63.4,64.9
S2056,Hilltop College,SS3,Male,Physics,Mr. Yusuf,64.5,88.2,39.4,61.3,60.1
S2057,Greenfield Academy,JSS2,Male,English,Mrs. Hassan,89.4,54.8,73.6,84.3,75.2
S2058,Lakeside School,JSS1,Male,Biology,Mr. Ade,71.0,94.0,85.2,66.9,77.8
S2059,Hilltop College,JSS2,Male,Physics,Mrs. Hassan,85.6,94.6,88.8,52.2,71.7
S2060,Northview High,JSS3,Female,Chemistry,Mr. Bello,73.6,96.6,46.1,48.1,57.2
S2061,Northview High,JSS2,Female,Biology,Mr. Bello,99.9,71.2,93.3,32.6,58.5
S2062,Greenfield Academy,SS3,Male,Biology,Mrs. Hassan,70.5,80.6,77.6,70.8,74.8
S2063,Northview High,JSS2,Female,Chemistry,Mrs. Mensah,71.2,86.7,92.3,46.1,68.1
